7	009	168814	Segundo tener DESEO de dejar de jugar 
7	010	144199	 Jugar para recuperar pues algo parecido sentía tambien yo 
8	001	53575	No era mi verdad absoluta era mi opinión 
8	002	332081	Lo importante no es ganar o perder sino quedarse empate NO JUGAR No jugar y ahorrar lo que se pueda para tener caprichos no arruinar a la familia que nuestros hijos puedan tener algun dinerillo ahorrado para su futuro para que vayan a la Universidad para su comunion No tener deudas etc etc etc LA META ES NO JUGAR NUNCA MAS Pero de 24 en 24 horas 
8	003	280939	Solo una opinion miki quiza te des cuenta de que eres ludopata el dia que pierdas amistades familia trabajo el dia que el juego ocupe toda tu vida independientemente de que ganes o pierdas 
8	004	232292	Alguien decia La verdad te hara libre 
8	005	104567	Animo sigue adelante ya saves lo que hemos hablado no te rindas tu puedes__________________AYUDA SIEMPRE QUE PUEDAS Y NO CRITIQUES A QUIEN NO CONOCES VIVE Y DEJA VIVIR 
8	006	18683	Haz examen de conciencia y si quieres continuar aquí cambia de actitud porque la mayoría de tus intervenciones dan vergüenza ajena y si no relee los hilos de ayer anteayer etc Si quieres continuar como hasta ahora ya no serás mi problema 
8	007	75386	Una enfermedad se puede contraer a cualquier edad Lo importante es tomar conciencia de ello y tratarla__________________ vencer la ludopatia1º aceptacion 2º convencimiento 3ºresolusion y tratamiento
8	008	111903	Sólo diremos que en 1882 se casó pasando a desempeñar una cátedra en la Universidad de Zaragoza desde donde se trasladaría un año después a la Universidad de Oviedo como profesor de Derecho Romano 
8	009	11784	Yo escribí Razón o no las cosas se pueden decir sin insultar Y desde ahí el resto__________________vencer la ludopatia 1º aceptacion 2º convencimiento 3ºresolusion y tratamiento
8	010	86886	Solo quiero resaltar que no hay una única vía de salida si vez el foro hay muchas personas que han salido con ayuda otros solos otros con ayuda de la asociación y otros sin asociación unos con psicólogos y siquiatras y otros sin ellos 
9	001	176248	No creo que necesites dinero para hablar con tu familia y amigos y decir soy ludópata y necesito ayuda 
9	002	14908	decidido irremediablemente a poner punto y final le entregué la tarjeta a mi hija no me la des aunque te la pida si necesito dinero vienes tú conmigo lo sacamos y te la llevas 
9	003	11250	Espera que no puedes Mas descojone JAJAJAJAJAJAJAJA JAJAJAJAJAJAJAJA JAJAJAJAJAJAJAJA JAJAJAJAJAJAJAJA JAJAJAJAJAJAJAJA JAJAJAJAJAJAJAJA JAJAJAJAJAJAJAJA JAJAJAJAJAJAJAJA JAJAJAJAJAJAJAJA JAJAJAJAJAJAJAJA El hombre con nombre de ventisca que no llega a aire de pedo 
9	004	86158	Actualmente no tengo dinero ni para comer y se me avecinan unos meses muy duros 
9	005	47754	Actualmente no tengo dinero ni para comer y se me avecinan unos meses muy duros 
9	006	122562	Actualmente y desde hace tiempo manejo dinero en las cantidades que sean necesarias sin ningun problema y con todo el rigor que deseo 
9	007	77822	A la perdida del dinero mi amigo hay que hacerle un duelo pero duelo serio acompañado de muchas razones y pocas emociones que nos permitan realmente abandonar esa terca obsesión por recuperar y eso debe ser con ayuda externa con historias de otros perdedores que nos medio muestren como hicieron ellos para desistir y realmemte darle cristiana sepultura a esa cantidad de dinero que ya cuando lo perdimos es el unico motor que nos hubiera sacado de este mal momento que estamos viviendo 
9	008	288418	 Merece la pena __________________Que me crea tus mentiras no significa que sepas mentir sino que por algún motivo me interesa creerte
9	009	327353	Actualmente mi mayor fuente de desgracia y de momentos tristes llamésmole pseudepresión es la pena de haber perdido tanto dinero en tan poco tiempo 
9	010	349462	Está bien que las recaidas son comunes y no quiere decir que vuelvas a jugar pero decir que es por culpa de quien te presto el dinero y no querer devolverselo para que no te preste mas 
